Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
141.8399,S,141.8399,0.02856068,0,0.97,0,0,51.37632,0.1210332,0,0,0,0,0.0167098179904386,0.0167098179904386,0,-32.89941,-32.89941,-11.736,0,-0.2177873,696.177,884.3613
141.9399,S,141.9399,0.02855893,0,0.97,0,0,51.37632,0.1210331,0,0,0,0,0.0166743331301333,0.0166743331301333,0,-32.89774,-32.89774,-11.736,0,-0.2177873,692.8872,883.1877
142.0399,S,142.0399,0.02855718,0,0.97,0,0,51.37632,0.121033,0,0,0,0,0.0166180189017524,0.0166180189017524,0,-32.89608,-32.89608,-11.736,0,-0.2177873,689.5976,882.0142
142.1399,S,142.1399,0.02855543,0,0.97,0,0,51.37632,0.121033,0,0,0,0,0.0165973018072094,0.0165973018072094,0,-32.89442,-32.89442,-11.736,0,-0.2177873,686.3082,880.8406
142.2399,S,142.2399,0.02855369,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0165633901307345,0.0165633901307345,0,-32.89277,-32.89277,-11.736,0,-0.2177873,683.0189,879.667
142.34,S,142.34,0.02855195,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0165612615605255,0.0165612615605255,0,-32.89111,-32.89111,-11.736,0,-0.2177873,679.7297,878.4934
142.44,S,142.44,0.02855021,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0165263765431192,0.0165263765431192,0,-32.88946,-32.88946,-11.736,0,-0.2177873,676.4408,877.3198
142.54,S,142.54,0.02854847,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0165232733637382,0.0165232733637382,0,-32.88781,-32.88781,-11.736,0,-0.2177873,673.152,876.1462
142.64,S,142.64,0.02854673,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0165031697082085,0.0165031697082085,0,-32.88616,-32.88616,-11.736,0,-0.2177873,669.8634,874.9727
142.74,S,142.74,0.02854499,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0165029077992003,0.0165029077992003,0,-32.88451,-32.88451,-11.736,0,-0.2177873,666.575,873.7991
142.84,S,142.84,0.02854325,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0164818341281432,0.0164818341281432,0,-32.88286,-32.88286,-11.736,0,-0.2177873,663.2867,872.6255
142.94,S,142.94,0.02854152,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.016476784290191,0.016476784290191,0,-32.88121,-32.88121,-11.736,0,-0.2177873,659.9985,871.4519
143.04,S,143.04,0.02853978,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0164585554957526,0.0164585554957526,0,-32.87957,-32.87957,-11.736,0,-0.2177873,656.7106,870.2783
143.14,S,143.14,0.02853804,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0164721067404656,0.0164721067404656,0,-32.87792,-32.87792,-11.736,0,-0.2177873,653.4228,869.1047
143.24,S,143.24,0.02853631,0,0.97,0,0,51.37632,0.1210329,0,0,0,0,0.0164490945982436,0.0164490945982436,0,-32.87627,-32.87627,-11.736,0,-0.2177873,650.1352,867.9312
143.34,S,143.34,0.02853458,0,0.97,0,0,51.37632,0.121033,0,0,0,0,0.0164459145648692,0.0164459145648692,0,-32.87463,-32.87463,-11.736,0,-0.2177873,646.8477,866.7576
143.44,S,143.44,0.02853285,0,0.97,0,0,51.37632,0.121033,0,0,0,0,0.0164415100517914,0.0164415100517914,0,-32.87299,-32.87299,-11.736,0,-0.2177873,643.5604,865.584
143.54,S,143.54,0.02853112,0,0.97,0,0,51.37632,0.1210331,0,0,0,0,0.0164531217105832,0.0164531217105832,0,-32.87135,-32.87135,-11.736,0,-0.2177873,640.2733,864.4104
143.64,S,143.64,0.02852939,0,0.97,0,0,51.37632,0.1210331,0,0,0,0,0.0164515665784677,0.0164515665784677,0,-32.86971,-32.86971,-11.736,0,-0.2177873,636.9863,863.2368
143.74,S,143.74,0.02852765,0,0.97,0,0,51.37632,0.1210331,0,0,0,0,0.0164457149861477,0.0164457149861477,0,-32.86806,-32.86806,-11.736,0,-0.2177873,633.6995,862.0632
143.84,S,143.84,0.02852593,0,0.97,0,0,51.37632,0.1210332,0,0,0,0,0.0164362937698144,0.0164362937698144,0,-32.86642,-32.86642,-11.736,0,-0.2177873,630.4129,860.8896
143.94,S,143.94,0.0285242,0,0.97,0,0,51.37632,0.1210332,0,0,0,0,0.0164332908672549,0.0164332908672549,0,-32.86478,-32.86478,-11.736,0,-0.2177873,627.1264,859.7161
144.0401,S,144.0401,0.02852247,0,0.97,0,0,51.37632,0.1210333,0,0,0,0,0.0164424814401869,0.0164424814401869,0,-32.86314,-32.86314,-11.736,0,-0.2177873,623.8401,858.5425
144.1401,S,144.1401,0.02852074,0,0.97,0,0,51.37632,0.1210333,0,0,0,0,0.0164346990056359,0.0164346990056359,0,-32.8615,-32.8615,-11.736,0,-0.2177873,620.554,857.3689
144.2401,S,144.2401,0.02851901,0,0.97,0,0,51.37632,0.1210333,0,0,0,0,0.0164302497459801,0.0164302497459801,0,-32.85986,-32.85986,-11.736,0,-0.2177873,617.2679,856.1953
144.3401,S,144.3401,0.02851728,0,0.97,0,0,51.37632,0.1210333,0,0,0,0,0.0164379891691979,0.0164379891691979,0,-32.85822,-32.85822,-11.736,0,-0.2177873,613.9821,855.0217
144.4401,S,144.4401,0.02851555,0,0.97,0,0,51.37632,0.1210333,0,0,0,0,0.0164325753634955,0.0164325753634955,0,-32.85658,-32.85658,-11.736,0,-0.2177873,610.6965,853.8481
144.5401,S,144.5401,0.02851381,0,0.97,0,0,51.37632,0.1210333,0,0,0,0,0.0164228654823546,0.0164228654823546,0,-32.85493,-32.85493,-11.736,0,-0.2177873,607.4109,852.6746
144.6401,S,144.6401,0.02851208,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.0164095653296599,0.0164095653296599,0,-32.85329,-32.85329,-11.736,0,-0.2177873,604.1256,851.501
144.7401,S,144.7401,0.02851036,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.0164027049100639,0.0164027049100639,0,-32.85165,-32.85165,-11.736,0,-0.2177873,600.8405,850.3274
144.8401,S,144.8401,0.02850863,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.0163915485594615,0.0163915485594615,0,-32.85001,-32.85001,-11.736,0,-0.2177873,597.5555,849.1538
144.9401,S,144.9401,0.0285069,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.0163963859961456,0.0163963859961456,0,-32.84837,-32.84837,-11.736,0,-0.2177873,594.2706,847.9802
145.0401,S,145.0401,0.02850517,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.016388080374476,0.016388080374476,0,-32.84673,-32.84673,-11.736,0,-0.2177873,590.986,846.8066
145.1401,S,145.1401,0.02850344,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.0163754789659762,0.0163754789659762,0,-32.84509,-32.84509,-11.736,0,-0.2177873,587.7015,845.6331
145.2401,S,145.2401,0.02850171,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.0163623965159871,0.0163623965159871,0,-32.84345,-32.84345,-11.736,0,-0.2177873,584.4171,844.4595
145.3401,S,145.3401,0.02849999,0,0.97,0,0,51.37632,0.1210334,0,0,0,0,0.01636911616351,0.01636911616351,0,-32.84181,-32.84181,-11.736,0,-0.2177873,581.1329,843.2859
145.4401,S,145.4401,0.02849826,0,0.97,0,0,51.37632,0.1210335,0,0,0,0,0.0163550701300252,0.0163550701300252,0,-32.84017,-32.84017,-11.736,0,-0.2177873,577.8489,842.1123
145.5401,S,145.5401,0.02849654,0,0.97,0,0,51.37632,0.1210335,0,0,0,0,0.0163405431992274,0.0163405431992274,0,-32.83854,-32.83854,-11.736,0,-0.2177873,574.5651,840.9387
145.6402,S,145.6402,0.02849481,0,0.97,0,0,51.37632,0.1210335,0,0,0,0,0.0163489487707764,0.0163489487707764,0,-32.8369,-32.8369,-11.736,0,-0.2177873,571.2814,839.7651
145.7402,S,145.7402,0.02849308,0,0.97,0,0,51.37632,0.1210335,0,0,0,0,0.0163499229916511,0.0163499229916511,0,-32.83526,-32.83526,-11.736,0,-0.2177873,567.9979,838.5916
145.8402,S,145.8402,0.02849136,0,0.97,0,0,51.37632,0.1210336,0,0,0,0,0.0163339529891218,0.0163339529891218,0,-32.83363,-32.83363,-11.736,0,-0.2177873,564.7145,837.418
145.9402,S,145.9402,0.02848965,0,0.97,0,0,51.37632,0.1210337,0,0,0,0,0.0163409185774412,0.0163409185774412,0,-32.832,-32.832,-11.736,0,-0.2177873,561.4313,836.2444
146.0402,S,146.0402,0.02848793,0,0.97,0,0,51.37632,0.1210337,0,0,0,0,0.0163435907688481,0.0163435907688481,0,-32.83037,-32.83037,-11.736,0,-0.2177873,558.1483,835.0708
146.1402,S,146.1402,0.02848621,0,0.97,0,0,51.37632,0.1210337,0,0,0,0,0.0163495990053235,0.0163495990053235,0,-32.82874,-32.82874,-11.736,0,-0.2177873,554.8654,833.8972
146.2402,S,146.2402,0.02848448,0,0.97,0,0,51.37632,0.1210338,0,0,0,0,0.0163677675850309,0.0163677675850309,0,-32.8271,-32.8271,-11.736,0,-0.2177873,551.5826,832.7236
146.3402,S,146.3402,0.02848275,0,0.97,0,0,51.37632,0.1210338,0,0,0,0,0.0163493967936219,0.0163493967936219,0,-32.82546,-32.82546,-11.736,0,-0.2177873,548.3001,831.55
146.4402,S,146.4402,0.02848103,0,0.97,0,0,51.37632,0.1210338,0,0,0,0,0.0163343602337918,0.0163343602337918,0,-32.82383,-32.82383,-11.736,0,-0.2177873,545.0177,830.3765
146.5402,S,146.5402,0.02847931,0,0.97,0,0,51.37632,0.1210339,0,0,0,0,0.0163346360435241,0.0163346360435241,0,-32.8222,-32.8222,-11.736,0,-0.2177873,541.7355,829.2029
146.6402,S,146.6402,0.0284776,0,0.97,0,0,51.37632,0.1210339,0,0,0,0,0.0163344334388285,0.0163344334388285,0,-32.82057,-32.82057,-11.736,0,-0.2177873,538.4534,828.0293
146.7402,S,146.7402,0.02847588,0,0.97,0,0,51.37632,0.1210339,0,0,0,0,0.016337567164399,0.016337567164399,0,-32.81894,-32.81894,-11.736,0,-0.2177873,535.1715,826.8557
146.8402,S,146.8402,0.02847416,0,0.97,0,0,51.37632,0.121034,0,0,0,0,0.0163364078731973,0.0163364078731973,0,-32.81731,-32.81731,-11.736,0,-0.2177873,531.8898,825.6821
146.9402,S,146.9402,0.02847244,0,0.97,0,0,51.37632,0.121034,0,0,0,0,0.0163347703099319,0.0163347703099319,0,-32.81568,-32.81568,-11.736,0,-0.2177873,528.6082,824.5085
147.0402,S,147.0402,0.02847072,0,0.97,0,0,51.37632,0.121034,0,0,0,0,0.0163364692193468,0.0163364692193468,0,-32.81405,-32.81405,-11.736,0,-0.2177873,525.3268,823.335
147.1402,S,147.1402,0.02846899,0,0.97,0,0,51.37632,0.121034,0,0,0,0,0.0163503141777142,0.0163503141777142,0,-32.81241,-32.81241,-11.736,0,-0.2177873,522.0455,822.1614
147.2402,S,147.2402,0.02846727,0,0.97,0,0,51.37632,0.1210341,0,0,0,0,0.0163276260953111,0.0163276260953111,0,-32.81078,-32.81078,-11.736,0,-0.2177873,518.7645,820.9878
147.3403,S,147.3403,0.02846555,0,0.97,0,0,51.37632,0.1210341,0,0,0,0,0.0163278880033815,0.0163278880033815,0,-32.80915,-32.80915,-11.736,0,-0.2177873,515.4835,819.8142
147.4403,S,147.4403,0.02846384,0,0.97,0,0,51.37632,0.1210342,0,0,0,0,0.0163238571796995,0.0163238571796995,0,-32.80752,-32.80752,-11.736,0,-0.2177873,512.2028,818.6406
147.5403,S,147.5403,0.02846212,0,0.97,0,0,51.37632,0.1210342,0,0,0,0,0.0163231630662395,0.0163231630662395,0,-32.80589,-32.80589,-11.736,0,-0.2177873,508.9222,817.467
147.6403,S,147.6403,0.0284604,0,0.97,0,0,51.37632,0.1210342,0,0,0,0,0.0163181763159486,0.0163181763159486,0,-32.80426,-32.80426,-11.736,0,-0.2177873,505.6418,816.2935
147.7403,S,147.7403,0.02845868,0,0.97,0,0,51.37632,0.1210342,0,0,0,0,0.0163127116735282,0.0163127116735282,0,-32.80263,-32.80263,-11.736,0,-0.2177873,502.3615,815.1199
147.8403,S,147.8403,0.02845696,0,0.97,0,0,51.37632,0.1210342,0,0,0,0,0.0163105838837225,0.0163105838837225,0,-32.801,-32.801,-11.736,0,-0.2177873,499.0814,813.9463
147.9403,S,147.9403,0.02845524,0,0.97,0,0,51.37632,0.1210343,0,0,0,0,0.0163041635994574,0.0163041635994574,0,-32.79937,-32.79937,-11.736,0,-0.2177873,495.8015,812.7727
148.0403,S,148.0403,0.02845353,0,0.97,0,0,51.37632,0.1210343,0,0,0,0,0.0162972655654414,0.0162972655654414,0,-32.79774,-32.79774,-11.736,0,-0.2177873,492.5217,811.5991
148.1403,S,148.1403,0.02845181,0,0.97,0,0,51.37632,0.1210343,0,0,0,0,0.0162937045264044,0.0162937045264044,0,-32.79611,-32.79611,-11.736,0,-0.2177873,489.2421,810.4255
148.2403,S,148.2403,0.02845009,0,0.97,0,0,51.37632,0.1210343,0,0,0,0,0.0162858511352795,0.0162858511352795,0,-32.79448,-32.79448,-11.736,0,-0.2177873,485.9626,809.252
148.3403,S,148.3403,0.02844837,0,0.97,0,0,51.37632,0.1210343,0,0,0,0,0.0162775201367964,0.0162775201367964,0,-32.79285,-32.79285,-11.736,0,-0.2177873,482.6833,808.0784
148.4403,S,148.4403,0.02844666,0,0.97,0,0,51.37632,0.1210343,0,0,0,0,0.0162725262756638,0.0162725262756638,0,-32.79122,-32.79122,-11.736,0,-0.2177873,479.4042,806.9048
148.5403,S,148.5403,0.02844495,0,0.97,0,0,51.37632,0.1210344,0,0,0,0,0.0162632402048359,0.0162632402048359,0,-32.7896,-32.7896,-11.736,0,-0.2177873,476.1252,805.7312
148.6403,S,148.6403,0.02844323,0,0.97,0,0,51.37632,0.1210344,0,0,0,0,0.0162731047150899,0.0162731047150899,0,-32.78797,-32.78797,-11.736,0,-0.2177873,472.8464,804.5576
148.7403,S,148.7403,0.02844152,0,0.97,0,0,51.37632,0.1210345,0,0,0,0,0.0162666794355033,0.0162666794355033,0,-32.78635,-32.78635,-11.736,0,-0.2177873,469.5678,803.384
148.8403,S,148.8403,0.0284398,0,0.97,0,0,51.37632,0.1210345,0,0,0,0,0.0162755920932867,0.0162755920932867,0,-32.78472,-32.78472,-11.736,0,-0.2177873,466.2893,802.2104
148.9404,S,148.9404,0.02843809,0,0.97,0,0,51.37632,0.1210345,0,0,0,0,0.0162518035472772,0.0162518035472772,0,-32.7831,-32.7831,-11.736,0,-0.2177873,463.011,801.0369
149.0404,S,149.0404,0.02843638,0,0.97,0,0,51.37632,0.1210346,0,0,0,0,0.016259766162527,0.016259766162527,0,-32.78148,-32.78148,-11.736,0,-0.2177873,459.7329,799.8633
149.1404,S,149.1404,0.02843467,0,0.97,0,0,51.37632,0.1210346,0,0,0,0,0.0162672535070953,0.0162672535070953,0,-32.77985,-32.77985,-11.736,0,-0.2177873,456.4549,798.6897
149.2404,S,149.2404,0.02843295,0,0.97,0,0,51.37632,0.1210346,0,0,0,0,0.0162584464088908,0.0162584464088908,0,-32.77822,-32.77822,-11.736,0,-0.2177873,453.1771,797.5161
149.3404,S,149.3404,0.02843124,0,0.97,0,0,51.37632,0.1210346,0,0,0,0,0.0162453474797744,0.0162453474797744,0,-32.7766,-32.7766,-11.736,0,-0.2177873,449.8994,796.3425
149.4404,S,149.4404,0.02842952,0,0.97,0,0,51.37632,0.1210346,0,0,0,0,0.0162514073311897,0.0162514073311897,0,-32.77497,-32.77497,-11.736,0,-0.2177873,446.6219,795.1689
149.5404,S,149.5404,0.02842782,0,0.97,0,0,51.37632,0.1210347,0,0,0,0,0.0162411699494172,0.0162411699494172,0,-32.77335,-32.77335,-11.736,0,-0.2177873,443.3446,793.9954
149.6404,S,149.6404,0.02842611,0,0.97,0,0,51.37632,0.1210347,0,0,0,0,0.016229880531796,0.016229880531796,0,-32.77173,-32.77173,-11.736,0,-0.2177873,440.0674,792.8218
149.7404,S,149.7404,0.02842439,0,0.97,0,0,51.37632,0.1210347,0,0,0,0,0.0162345159159472,0.0162345159159472,0,-32.7701,-32.7701,-11.736,0,-0.2177873,436.7904,791.6482
149.8404,S,149.8404,0.02842268,0,0.97,0,0,51.37632,0.1210347,0,0,0,0,0.0162228512819524,0.0162228512819524,0,-32.76848,-32.76848,-11.736,0,-0.2177873,433.5135,790.4746
149.9404,S,149.9404,0.02842097,0,0.97,0,0,51.37632,0.1210348,0,0,0,0,0.0162265358486806,0.0162265358486806,0,-32.76686,-32.76686,-11.736,0,-0.2177873,430.2369,789.301
150.0404,S,150.0404,0.02841926,0,0.97,0,0,51.37632,0.1210348,0,0,0,0,0.0162297455673084,0.0162297455673084,0,-32.76524,-32.76524,-11.736,0,-0.2177873,426.9604,788.1274
150.1404,S,150.1404,0.02841755,0,0.97,0,0,51.37632,0.1210348,0,0,0,0,0.0162362951819475,0.0162362951819475,0,-32.76361,-32.76361,-11.736,0,-0.2177873,423.684,786.9539
150.2404,S,150.2404,0.02841584,0,0.97,0,0,51.37632,0.1210348,0,0,0,0,0.0162025232339218,0.0162025232339218,0,-32.76199,-32.76199,-11.736,0,-0.2177873,420.4078,785.7803
150.3404,S,150.3404,0.02841413,0,0.97,0,0,51.37632,0.1210349,0,0,0,0,0.0162081240279335,0.0162081240279335,0,-32.76037,-32.76037,-11.736,0,-0.2177873,417.1318,784.6067
150.4404,S,150.4404,0.02841242,0,0.97,0,0,51.37632,0.1210349,0,0,0,0,0.0162094354642122,0.0162094354642122,0,-32.75875,-32.75875,-11.736,0,-0.2177873,413.8559,783.4331
150.5405,S,150.5405,0.02841071,0,0.97,0,0,51.37632,0.121035,0,0,0,0,0.0162102722868696,0.0162102722868696,0,-32.75713,-32.75713,-11.736,0,-0.2177873,410.5802,782.2595
150.6405,S,150.6405,0.028409,0,0.97,0,0,51.37632,0.1210349,0,0,0,0,0.0161980672978928,0.0161980672978928,0,-32.75551,-32.75551,-11.736,0,-0.2177873,407.3046,781.0859
150.7405,S,150.7405,0.0284073,0,0.97,0,0,51.37632,0.121035,0,0,0,0,0.016197956654274,0.016197956654274,0,-32.75389,-32.75389,-11.736,0,-0.2177873,404.0292,779.9124
150.8405,S,150.8405,0.02840559,0,0.97,0,0,51.37632,0.121035,0,0,0,0,0.0161973715375936,0.0161973715375936,0,-32.75227,-32.75227,-11.736,0,-0.2177873,400.754,778.7388
150.9405,S,150.9405,0.02840388,0,0.97,0,0,51.37632,0.121035,0,0,0,0,0.0161837496104695,0.0161837496104695,0,-32.75065,-32.75065,-11.736,0,-0.2177873,397.4789,777.5652
151.0405,S,151.0405,0.02840218,0,0.97,0,0,51.37632,0.121035,0,0,0,0,0.0161822173083621,0.0161822173083621,0,-32.74903,-32.74903,-11.736,0,-0.2177873,394.204,776.3916
151.1405,S,151.1405,0.02840047,0,0.97,0,0,51.37632,0.1210351,0,0,0,0,0.0161802106737454,0.0161802106737454,0,-32.74741,-32.74741,-11.736,0,-0.2177873,390.9293,775.218
151.2405,S,151.2405,0.02839876,0,0.97,0,0,51.37632,0.1210351,0,0,0,0,0.0161815444507951,0.0161815444507951,0,-32.74579,-32.74579,-11.736,0,-0.2177873,387.6547,774.0444
151.3405,S,151.3405,0.02839705,0,0.97,0,0,51.37632,0.1210351,0,0,0,0,0.0161622186900345,0.0161622186900345,0,-32.74417,-32.74417,-11.736,0,-0.2177873,384.3803,772.8708
151.4405,S,151.4405,0.02839535,0,0.97,0,0,51.37632,0.1210351,0,0,0,0,0.0161626056561772,0.0161626056561772,0,-32.74255,-32.74255,-11.736,0,-0.2177873,381.106,771.6973
151.5405,S,151.5405,0.02839364,0,0.97,0,0,51.37632,0.1210351,0,0,0,0,0.0161587037800217,0.0161587037800217,0,-32.74093,-32.74093,-11.736,0,-0.2177873,377.832,770.5237
151.6405,S,151.6405,0.02839193,0,0.97,0,0,51.37632,0.1210352,0,0,0,0,0.0161379620628068,0.0161379620628068,0,-32.73932,-32.73932,-11.736,0,-0.2177873,374.558,769.3501
151.7405,S,151.7405,0.02839023,0,0.97,0,0,51.37632,0.1210352,0,0,0,0,0.0161565866616797,0.0161565866616797,0,-32.7377,-32.7377,-11.736,0,-0.2177873,371.2843,768.1765
151.8405,S,151.8405,0.02838853,0,0.97,0,0,51.37632,0.1210352,0,0,0,0,0.0161349027135742,0.0161349027135742,0,-32.73609,-32.73609,-11.736,0,-0.2177873,368.0107,767.0029
151.9405,S,151.9405,0.02838684,0,0.97,0,0,51.37632,0.1210353,0,0,0,0,0.0161487691975353,0.0161487691975353,0,-32.73448,-32.73448,-11.736,0,-0.2177873,364.7372,765.8293
152.0405,S,152.0405,0.02838513,0,0.97,0,0,51.37632,0.1210353,0,0,0,0,0.0161659784260024,0.0161659784260024,0,-32.73286,-32.73286,-11.736,0,-0.2177873,361.4639,764.6558
152.1405,S,152.1405,0.02838343,0,0.97,0,0,51.37632,0.1210354,0,0,0,0,0.0161428811538613,0.0161428811538613,0,-32.73125,-32.73125,-11.736,0,-0.2177873,358.1908,763.4822
152.2406,S,152.2406,0.02838172,0,0.97,0,0,51.37632,0.1210354,0,0,0,0,0.0161553325458002,0.0161553325458002,0,-32.72963,-32.72963,-11.736,0,-0.2177873,354.9178,762.3086
152.3406,S,152.3406,0.02838002,0,0.97,0,0,51.37632,0.1210354,0,0,0,0,0.0161351082051482,0.0161351082051482,0,-32.72802,-32.72802,-11.736,0,-0.2177873,351.6451,761.135
152.4406,S,152.4406,0.02837832,0,0.97,0,0,51.37632,0.1210355,0,0,0,0,0.0161466166434536,0.0161466166434536,0,-32.72641,-32.72641,-11.736,0,-0.2177873,348.3724,759.9614
152.5406,S,152.5406,0.02837662,0,0.97,0,0,51.37632,0.1210355,0,0,0,0,0.0161614680579945,0.0161614680579945,0,-32.72479,-32.72479,-11.736,0,-0.2177873,345.0999,758.7878
152.6406,S,152.6406,0.02837492,0,0.97,0,0,51.37632,0.1210355,0,0,0,0,0.0161360163934816,0.0161360163934816,0,-32.72318,-32.72318,-11.736,0,-0.2177873,341.8276,757.6143
152.7406,S,152.7406,0.02837322,0,0.97,0,0,51.37632,0.1210356,0,0,0,0,0.016146110435507,0.016146110435507,0,-32.72157,-32.72157,-11.736,0,-0.2177873,338.5555,756.4407
152.8406,S,152.8406,0.02837152,0,0.97,0,0,51.37632,0.1210356,0,0,0,0,0.0161432011986378,0.0161432011986378,0,-32.71996,-32.71996,-11.736,0,-0.2177873,335.2834,755.2671
152.9406,S,152.9406,0.02836982,0,0.97,0,0,51.37632,0.1210357,0,0,0,0,0.0161523537314778,0.0161523537314778,0,-32.71835,-32.71835,-11.736,0,-0.2177873,332.0116,754.0935
153.0406,S,153.0406,0.02836813,0,0.97,0,0,51.37632,0.1210357,0,0,0,0,0.0161446915977024,0.0161446915977024,0,-32.71674,-32.71674,-11.736,0,-0.2177873,328.74,752.9199
153.1406,S,153.1406,0.02836642,0,0.97,0,0,51.37632,0.1210357,0,0,0,0,0.0161567175034989,0.0161567175034989,0,-32.71512,-32.71512,-11.736,0,-0.2177873,325.4684,751.7463
153.2406,S,153.2406,0.02836471,0,0.97,0,0,51.37632,0.1210357,0,0,0,0,0.0161284444231171,0.0161284444231171,0,-32.7135,-32.7135,-11.736,0,-0.2177873,322.1971,750.5728
153.3406,S,153.3406,0.02836302,0,0.97,0,0,51.37632,0.1210357,0,0,0,0,0.0161160396074678,0.0161160396074678,0,-32.71189,-32.71189,-11.736,0,-0.2177873,318.9259,749.3992
