Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
9.200115,S,9.200115,0.5744209,0.01890925,0.4084962,0.002722811,0,51.37632,20.64746,0.1374358,78.9598,101.6257,4.401152,-44.9934068076895,-44.94909,-1.996488,650.356650721129,641.387,95.90456,80.49204,81.49575,5705.75,706.9563
9.210115,S,9.210115,0.5740392,0.01894381,0.4084923,0.00272767,0,51.37632,20.61417,0.1374604,78.9598,101.6257,4.401152,-44.9725720035355,-44.92833,-1.994341,649.910248915118,640.9377,95.88461,80.48726,81.49162,5712.159,707.9152
9.220116,S,9.220116,0.5736576,0.01897659,0.4084884,0.002732657,0,51.37632,20.58092,0.1374908,78.9598,101.6257,4.401152,-44.9517573903324,-44.90759,-1.992198,649.464052746593,640.4886,95.86469,80.48246,81.48748,5718.563,708.874
9.230116,S,9.230116,0.5732761,0.01901599,0.4084845,0.002737387,0,51.37632,20.54773,0.1375079,78.9598,101.6257,4.401152,-44.9309825939151,-44.88689,-1.990051,649.018063487034,640.0397,95.8448,80.47767,81.48335,5724.964,709.8325
9.240116,S,9.240116,0.5728948,0.0190523,0.4084806,0.002743071,0,51.37632,20.5146,0.1375725,78.9598,101.6257,4.401152,-44.9102292279186,-44.86621,-1.987936,648.572277349356,639.591,95.82492,80.47286,81.47919,5731.36,710.7909
9.250116,S,9.250116,0.5725137,0.01908684,0.4084768,0.00274831,0,51.37632,20.4815,0.1376143,78.9598,101.6257,4.401152,-44.8895253582893,-44.84558,-1.98581,648.126795482252,639.1426,95.80506,80.46806,81.47505,5737.751,711.749
9.260117,S,9.260117,0.5721328,0.01912758,0.4084729,0.002753294,0,51.37632,20.44847,0.1376427,78.9598,101.6257,4.401152,-44.8688412365261,-44.82497,-1.983678,647.681419396988,638.6943,95.78522,80.46325,81.47089,5744.138,712.707
9.270117,S,9.270117,0.571752,0.01916724,0.408469,0.002759173,0,51.37632,20.41547,0.1377153,78.9598,101.6257,4.401152,-44.8481784980319,-44.80438,-1.981577,647.236250248129,638.2462,95.7654,80.45844,81.46674,5750.521,713.6647
9.280117,S,9.280117,0.5713713,0.01920516,0.4084651,0.002764895,0,51.37632,20.38253,0.1377795,78.9598,101.6257,4.401152,-44.827555619581,-44.78383,-1.979473,646.791385386246,637.7984,95.74561,80.45361,81.46257,5756.898,714.6223
9.290117,S,9.290117,0.5709908,0.01924068,0.4084613,0.002770367,0,51.37632,20.34965,0.1378307,78.9598,101.6257,4.401152,-44.8069724692058,-44.76332,-1.977363,646.346724937348,637.3508,95.72584,80.44878,81.4584,5763.272,715.5797
9.300117,S,9.300117,0.5706105,0.01928376,0.4084574,0.002775491,0,51.37632,20.31681,0.1378641,78.9598,101.6257,4.401152,-44.7864090229326,-44.74283,-1.975246,645.902271444626,636.9034,95.70609,80.44395,81.45422,5769.641,716.5368
9.310118,S,9.310118,0.5702304,0.01932445,0.4084535,0.002781707,0,51.37632,20.28401,0.137951,78.9598,101.6257,4.401152,-44.7658770788808,-44.72237,-1.973163,645.458022377419,636.4562,95.68636,80.43912,81.45005,5776.006,717.4938
9.320118,S,9.320118,0.5698504,0.01936275,0.4084496,0.002787578,0,51.37632,20.25127,0.1380203,78.9598,101.6257,4.401152,-44.745384862754,-44.70195,-1.971074,645.013977740727,636.0092,95.66665,80.43427,81.44587,5782.366,718.4506
9.330118,S,9.330118,0.5694706,0.01940798,0.4084458,0.002793104,0,51.37632,20.21858,0.138072,78.9598,101.6257,4.401152,-44.7249122185066,-44.68155,-1.968975,644.570138810582,635.5624,95.64696,80.42944,81.44167,5788.721,719.4071
9.340118,S,9.340118,0.569091,0.0194515,0.4084419,0.002799629,0,51.37632,20.18593,0.1381723,78.9598,101.6257,4.401152,-44.7044810635824,-44.66119,-1.96691,644.126505593925,635.1158,95.62729,80.42458,81.43748,5795.072,720.3635
9.350119,S,9.350119,0.5687115,0.01949422,0.4084381,0.002805908,0,51.37632,20.15334,0.1382598,78.9598,101.6257,4.401152,-44.684069655957,-44.64085,-1.964839,643.683078097704,634.6694,95.60764,80.41972,81.43329,5801.419,721.3196
9.360119,S,9.360119,0.5683321,0.01953639,0.4084342,0.002812072,0,51.37632,20.12079,0.138341,78.9598,101.6257,4.401152,-44.6636881623356,-44.62054,-1.962766,643.239756457679,634.2231,95.58801,80.41486,81.42908,5807.761,722.2756
9.370119,S,9.370119,0.5679529,0.01958347,0.4084303,0.002818157,0,51.37632,20.08829,0.1384177,78.9598,101.6257,4.401152,-44.6433367147801,-44.60026,-1.960694,642.79674042401,633.7771,95.56841,80.41,81.42487,5814.099,723.2314
9.380119,S,9.380119,0.5675738,0.01962911,0.4084265,0.00282495,0,51.37632,20.05584,0.1385285,78.9598,101.6257,4.401152,-44.6230162790025,-44.58001,-1.958645,642.353928857446,633.3313,95.54883,80.40513,81.42065,5820.433,724.187
9.39012,S,9.39012,0.567195,0.01967331,0.4084226,0.002831535,0,51.37632,20.02343,0.1386283,78.9598,101.6257,4.401152,-44.6027256689383,-44.55979,-1.956592,641.911321763041,632.8857,95.52926,80.40025,81.41644,5826.761,725.1424
9.40012,S,9.40012,0.5668162,0.01971584,0.4084188,0.002837912,0,51.37632,19.99109,0.1387174,78.9598,101.6257,4.401152,-44.5824749631116,-44.53961,-1.954537,641.468920421397,632.4403,95.50971,80.39537,81.41222,5833.085,726.0976
9.41012,S,9.41012,0.5664377,0.01975762,0.4084149,0.002844049,0,51.37632,19.95877,0.1387939,78.9598,101.6257,4.401152,-44.5622438743633,-44.51945,-1.952473,641.026724839525,631.9951,95.49019,80.39048,81.40799,5839.405,727.0526
9.42012,S,9.42012,0.5660592,0.01980549,0.4084111,0.002850077,0,51.37632,19.92652,0.1388645,78.9598,101.6257,4.401152,-44.5420428318067,-44.49932,-1.95041,640.584735024446,631.5501,95.47069,80.38559,81.40376,5845.721,728.0074
9.43012,S,9.43012,0.565681,0.01985195,0.4084072,0.002856983,0,51.37632,19.89431,0.1389773,78.9598,101.6257,4.401152,-44.5218830950245,-44.47923,-1.948377,640.142949705706,631.1053,95.4512,80.38069,81.39951,5852.032,728.962
9.440121,S,9.440121,0.565303,0.01989676,0.4084034,0.002863686,0,51.37632,19.86216,0.1390795,78.9598,101.6257,4.401152,-44.5017431502241,-44.45916,-1.946339,639.701370166534,630.6607,95.43174,80.37579,81.39527,5858.338,729.9164
9.450121,S,9.450121,0.564925,0.01994085,0.4083996,0.002870152,0,51.37632,19.83004,0.1391694,78.9598,101.6257,4.401152,-44.4816429787898,-44.43913,-1.944296,639.259996413981,630.2163,95.4123,80.37088,81.39102,5864.641,730.8707
9.460121,S,9.460121,0.5645473,0.01998423,0.4083957,0.002876514,0,51.37632,19.79799,0.1392537,78.9598,101.6257,4.401152,-44.4615728092575,-44.41913,-1.942253,638.81882845511,629.7721,95.39288,80.36596,81.38676,5870.938,731.8247
9.470121,S,9.470121,0.5641696,0.02003215,0.4083919,0.002882773,0,51.37632,19.76597,0.1393322,78.9598,101.6257,4.401152,-44.4415225203339,-44.39915,-1.940207,638.377865016906,629.3281,95.37348,80.36104,81.3825,5877.232,732.7786
9.480122,S,9.480122,0.5637922,0.02008027,0.408388,0.002889685,0,51.37632,19.734,0.1394417,78.9598,101.6257,4.401152,-44.4215032808912,-44.3792,-1.938185,637.937107385236,628.8843,95.3541,80.35612,81.37824,5883.521,733.7322
9.490122,S,9.490122,0.5634149,0.02012612,0.4083842,0.002896629,0,51.37632,19.70208,0.139552,78.9598,101.6257,4.401152,-44.4015141298765,-44.35928,-1.936165,637.496554285798,628.4407,95.33474,80.35119,81.37397,5889.805,734.6856
9.500122,S,9.500122,0.5630378,0.02017035,0.4083804,0.002903244,0,51.37632,19.6702,0.1396456,78.9598,101.6257,4.401152,-44.3815646219775,-44.3394,-1.934137,637.056207005784,627.9973,95.3154,80.34624,81.3697,5896.085,735.6389
9.510122,S,9.510122,0.5626608,0.02021484,0.4083765,0.002909626,0,51.37632,19.63838,0.1397275,78.9598,101.6257,4.401152,-44.3616349511898,-44.31954,-1.932105,636.616065552304,627.5541,95.29608,80.3413,81.36542,5902.36,736.5919
9.520123,S,9.520123,0.5622839,0.02025705,0.4083727,0.002916044,0,51.37632,19.60661,0.1398103,78.9598,101.6257,4.401152,-44.3417454036732,-44.29972,-1.930076,636.176128649125,627.1111,95.27678,80.33635,81.36114,5908.631,737.5448
9.530123,S,9.530123,0.5619073,0.0202986,0.4083689,0.002922135,0,51.37632,19.57487,0.1398769,78.9598,101.6257,4.401152,-44.321875476291,-44.27992,-1.928038,635.736397585428,626.6683,95.2575,80.33139,81.35685,5914.898,738.4975
9.540123,S,9.540123,0.5615307,0.02034725,0.408365,0.002928129,0,51.37632,19.5432,0.1399382,78.9598,101.6257,4.401152,-44.3020355951564,-44.26015,-1.926001,635.296773796219,626.2256,95.23824,80.32643,81.35255,5921.16,739.45
9.550123,S,9.550123,0.5611542,0.02039273,0.4083612,0.002935149,0,51.37632,19.51155,0.1400479,78.9598,101.6257,4.401152,-44.2822270637795,-44.24041,-1.923995,634.857453149068,625.7832,95.219,80.32146,81.34825,5927.418,740.4022
9.560123,S,9.560123,0.5607781,0.02043756,0.4083574,0.002941711,0,51.37632,19.47996,0.140135,78.9598,101.6257,4.401152,-44.262448186407,-44.2207,-1.921981,634.418338361547,625.341,95.19978,80.3165,81.34395,5933.671,741.3543
9.570124,S,9.570124,0.560402,0.02048108,0.4083535,0.002948179,0,51.37632,19.44843,0.1402171,78.9598,101.6257,4.401152,-44.2427091713674,-44.20103,-1.919964,633.979428154183,624.899,95.18058,80.31152,81.33964,5939.92,742.3062
9.580124,S,9.580124,0.5600262,0.02052305,0.4083498,0.002954459,0,51.37632,19.41693,0.1402895,78.9598,101.6257,4.401152,-44.2229800473016,-44.18137,-1.917944,633.540723819489,624.4572,95.1614,80.30653,81.33533,5946.165,743.2579
9.590124,S,9.590124,0.5596504,0.0205644,0.4083459,0.002960515,0,51.37632,19.38549,0.1403506,78.9598,101.6257,4.401152,-44.2033006469011,-44.16176,-1.915918,633.102225364659,624.0156,95.14224,80.30154,81.331,5952.405,744.2095
9.600124,S,9.600124,0.5592749,0.02060446,0.4083421,0.002966481,0,51.37632,19.35409,0.140407,78.9598,101.6257,4.401152,-44.1836413455493,-44.14217,-1.913894,632.663931508268,623.5742,95.1231,80.29654,81.32668,5958.641,745.1608
9.610125,S,9.610125,0.5588995,0.02064391,0.4083383,0.00297226,0,51.37632,19.32274,0.1404539,78.9598,101.6257,4.401152,-44.1640118307919,-44.12261,-1.911865,632.225843544839,623.133,95.10398,80.29153,81.32235,5964.873,746.1119
9.620125,S,9.620125,0.5585242,0.02068116,0.4083345,0.002977954,0,51.37632,19.29142,0.1404962,78.9598,101.6257,4.401152,-44.1444123194918,-44.10308,-1.909836,631.78796019164,622.692,95.08488,80.28651,81.31802,5971.1,747.0629
9.630125,S,9.630125,0.5581491,0.02072532,0.4083306,0.002983327,0,51.37632,19.26018,0.140523,78.9598,101.6257,4.401152,-44.124852543025,-44.08359,-1.907801,631.350284035158,622.2512,95.0658,80.2815,81.31367,5977.322,748.0136
9.640125,S,9.640125,0.5577741,0.02076891,0.4083269,0.002989701,0,51.37632,19.22897,0.1405963,78.9598,101.6257,4.401152,-44.1053141627084,-44.06412,-1.905798,630.912813793346,621.8106,95.04675,80.27648,81.30933,5983.541,748.9642
9.650126,S,9.650126,0.5573994,0.02081125,0.408323,0.002995989,0,51.37632,19.1978,0.1406649,78.9598,101.6257,4.401152,-44.0857957078666,-44.04467,-1.903793,630.475548181514,621.3702,95.02772,80.27145,81.30498,5989.754,749.9146
9.660126,S,9.660126,0.5570248,0.02085328,0.4083192,0.003002098,0,51.37632,19.16668,0.1407244,78.9598,101.6257,4.401152,-44.066307083135,-44.02525,-1.901784,630.038388650637,620.9299,95.0087,80.26643,81.30062,5995.964,750.8647
9.670126,S,9.670126,0.5566502,0.02089381,0.4083154,0.003008162,0,51.37632,19.1356,0.1407813,78.9598,101.6257,4.401152,-44.0468585815854,-44.00587,-1.899778,629.601435056579,620.4898,94.9897,80.26138,81.29626,6002.169,751.8148
9.680126,S,9.680126,0.5562758,0.02093448,0.4083116,0.00301401,0,51.37632,19.10457,0.1408275,78.9598,101.6257,4.401152,-44.0274298338076,-43.98651,-1.897766,629.164688700585,620.0499,94.97073,80.25633,81.29189,6008.37,752.7646
9.690126,S,9.690126,0.5559015,0.02097256,0.4083078,0.003019879,0,51.37632,19.0736,0.1408743,78.9598,101.6257,4.401152,-44.0080313049616,-43.96718,-1.895759,628.728144413492,619.6102,94.95177,80.25128,81.28752,6014.566,753.7142
9.700127,S,9.700127,0.5555275,0.02100985,0.408304,0.003025374,0,51.37632,19.04265,0.1409029,78.9598,101.6257,4.401152,-43.9886722967082,-43.94789,-1.893741,628.29190592602,619.1708,94.93283,80.24622,81.28315,6020.758,754.6636
9.710127,S,9.710127,0.5551536,0.02104593,0.4083002,0.003030754,0,51.37632,19.01177,0.1409258,78.9598,101.6257,4.401152,-43.969333301895,-43.92862,-1.891723,627.855773557534,618.7315,94.91391,80.24115,81.27876,6026.945,755.6128
9.720127,S,9.720127,0.5547799,0.02108149,0.4082964,0.00303596,0,51.37632,18.98092,0.1409401,78.9598,101.6257,4.401152,-43.9500241823961,-43.90938,-1.889702,627.419847159771,618.2924,94.89501,80.23608,81.27438,6033.128,756.5618
9.730127,S,9.730127,0.5544063,0.02112337,0.4082926,0.003041091,0,51.37632,18.95013,0.1409505,78.9598,101.6257,4.401152,-43.9307450675112,-43.89017,-1.887681,626.984126740076,617.8535,94.87614,80.231,81.26998,6039.307,757.5107
9.740128,S,9.740128,0.5540329,0.02116407,0.4082888,0.003047134,0,51.37632,18.91937,0.1410026,78.9598,101.6257,4.401152,-43.9114972456668,-43.87099,-1.88569,626.548611007837,617.4148,94.85728,80.22592,81.26559,6045.481,758.4594
9.750128,S,9.750128,0.5536595,0.02120332,0.4082851,0.003053006,0,51.37632,18.88868,0.1410464,78.9598,101.6257,4.401152,-43.8922792554525,-43.85184,-1.883695,626.11330126705,616.9763,94.83844,80.22083,81.26118,6051.651,759.4078
9.760128,S,9.760128,0.5532864,0.02124278,0.4082813,0.003058669,0,51.37632,18.85802,0.14108,78.9598,101.6257,4.401152,-43.8730811065341,-43.83271,-1.881696,625.678198824411,616.538,94.81963,80.21574,81.25678,6057.817,760.3561
9.770128,S,9.770128,0.5529134,0.02127969,0.4082775,0.003064363,0,51.37632,18.8274,0.1411144,78.9598,101.6257,4.401152,-43.8539130473291,-43.81361,-1.879699,625.243298489365,616.0999,94.80083,80.21063,81.25236,6063.978,761.3043
9.780128,S,9.780128,0.5525406,0.02131682,0.4082737,0.003069689,0,51.37632,18.79684,0.1411314,78.9598,101.6257,4.401152,-43.8347847687919,-43.79455,-1.877697,624.808605465908,615.662,94.78205,80.20553,81.24795,6070.135,762.2522
9.790129,S,9.790129,0.5521679,0.02135376,0.4082699,0.003075047,0,51.37632,18.76632,0.1411494,78.9598,101.6257,4.401152,-43.8156765038853,-43.77551,-1.875695,624.37401862623,615.2242,94.76329,80.20041,81.24352,6076.287,763.2
9.800129,S,9.800129,0.5517954,0.02138929,0.4082661,0.003080377,0,51.37632,18.73583,0.1411657,78.9598,101.6257,4.401152,-43.7965983291285,-43.7565,-1.873695,623.939637815374,614.7866,94.74455,80.19529,81.23909,6082.435,764.1475
9.810129,S,9.810129,0.551423,0.02142533,0.4082623,0.003085502,0,51.37632,18.70539,0.1411721,78.9598,101.6257,4.401152,-43.7775399971216,-43.73751,-1.871691,623.50546304078,614.3492,94.72584,80.19016,81.23466,6088.579,765.0948
9.820129,S,9.820129,0.5510507,0.02145929,0.4082586,0.003090703,0,51.37632,18.67501,0.1411816,78.9598,101.6257,4.401152,-43.7585218745842,-43.71856,-1.869692,623.071493006523,613.912,94.70714,80.18502,81.23021,6094.718,766.0419
9.83013,S,9.83013,0.5506786,0.02149965,0.4082547,0.003095604,0,51.37632,18.64466,0.1411769,78.9598,101.6257,4.401152,-43.7395235525291,-43.69963,-1.867688,622.637729022083,613.475,94.68846,80.17989,81.22577,6100.853,766.9889
9.84013,S,9.84013,0.5503066,0.02154055,0.408251,0.003101427,0,51.37632,18.61436,0.1412139,78.9598,101.6257,4.401152,-43.7205563452365,-43.68073,-1.86571,622.204072568075,613.0381,94.66981,80.17474,81.22131,6106.983,767.9357
9.85013,S,9.85013,0.5499347,0.02158035,0.4082472,0.003107329,0,51.37632,18.58411,0.1412539,78.9598,101.6257,4.401152,-43.7016194404706,-43.66186,-1.863739,621.770620876519,612.6014,94.65117,80.16959,81.21686,6113.109,768.8823
9.86013,S,9.86013,0.549563,0.02161783,0.4082434,0.003113072,0,51.37632,18.5539,0.1412862,78.9598,101.6257,4.401152,-43.682712326372,-43.64302,-1.861763,621.337473782724,612.165,94.63255,80.16444,81.21239,6119.23,769.8287
9.870131,S,9.870131,0.5491915,0.02165325,0.4082397,0.00311848,0,51.37632,18.52374,0.1413029,78.9598,101.6257,4.401152,-43.6638249273744,-43.6242,-1.85978,620.904531460558,611.7288,94.61395,80.15927,81.20793,6125.348,770.7749
9.880131,S,9.880131,0.5488202,0.02168994,0.4082359,0.003123591,0,51.37632,18.49362,0.1413056,78.9598,101.6257,4.401152,-43.6449772685939,-43.60542,-1.857791,620.471796530413,611.2928,94.59538,80.1541,81.20345,6131.46,771.7209
9.890131,S,9.890131,0.548449,0.02172652,0.4082321,0.003128885,0,51.37632,18.46355,0.1413161,78.9598,101.6257,4.401152,-43.626150006886,-43.58666,-1.855811,620.039167866489,610.8569,94.57683,80.14893,81.19897,6137.569,772.6668
9.900131,S,9.900131,0.548078,0.02176107,0.4082284,0.003134163,0,51.37632,18.43352,0.1413256,78.9598,101.6257,4.401152,-43.607352792495,-43.56793,-1.853832,619.606743996476,610.4212,94.55829,80.14374,81.19449,6143.673,773.6125
9.910131,S,9.910131,0.547707,0.02180209,0.4082246,0.003139149,0,51.37632,18.40353,0.1413214,78.9598,101.6257,4.401152,-43.5885853280914,-43.54923,-1.851847,619.17452623539,609.9857,94.53977,80.13856,81.19,6149.773,774.558
9.920132,S,9.920132,0.5473362,0.02184206,0.4082208,0.003145067,0,51.37632,18.3736,0.1413588,78.9598,101.6257,4.401152,-43.5698490578714,-43.53056,-1.84989,618.742513280593,609.5504,94.52127,80.13336,81.18551,6155.869,775.5033
9.930132,S,9.930132,0.5469656,0.02188168,0.4082171,0.003150834,0,51.37632,18.34369,0.1413888,78.9598,101.6257,4.401152,-43.5511226823707,-43.5119,-1.84793,618.310706448489,609.1153,94.50279,80.12817,81.18101,6161.96,776.4484
9.940132,S,9.940132,0.5465952,0.02191929,0.4082133,0.003156551,0,51.37632,18.31385,0.1414161,78.9598,101.6257,4.401152,-43.5324363869424,-43.49328,-1.845972,617.879104435086,608.6804,94.48433,80.12296,81.17651,6168.047,777.3934
9.950132,S,9.950132,0.5462249,0.02195657,0.4082096,0.003161979,0,51.37632,18.28404,0.1414299,78.9598,101.6257,4.401152,-43.5137797991872,-43.47469,-1.844007,617.447708558181,608.2457,94.46589,80.11775,81.17199,6174.129,778.3381
9.960133,S,9.960133,0.5458547,0.02199353,0.4082058,0.003167358,0,51.37632,18.25427,0.1414412,78.9598,101.6257,4.401152,-43.4951533009695,-43.45613,-1.842044,617.01651882538,607.8112,94.44747,80.11253,81.16747,6180.208,779.2827
9.970133,S,9.970133,0.5454848,0.02203143,0.4082021,0.003172691,0,51.37632,18.22456,0.1414499,78.9598,101.6257,4.401152,-43.476556807624,-43.4376,-1.840081,616.585435424145,607.3768,94.42907,80.10731,81.16296,6186.281,780.2271
9.980133,S,9.980133,0.5451149,0.02206707,0.4081983,0.00317816,0,51.37632,18.19489,0.1414642,78.9598,101.6257,4.401152,-43.4579705909719,-43.41908,-1.838124,616.154558184047,606.9426,94.41069,80.10207,81.15842,6192.351,781.1713
9.990133,S,9.990133,0.5447451,0.02210952,0.4081945,0.003183302,0,51.37632,18.16525,0.1414636,78.9598,101.6257,4.401152,-43.4394240742853,-43.4006,-1.83616,615.723885797704,606.5086,94.39233,80.09684,81.15389,6198.416,782.1154
10.00013,S,10.00013,0.5443755,0.02215141,0.4081908,0.003189428,0,51.37632,18.13566,0.1415062,78.9598,101.6257,4.401152,-43.4208987968953,-43.38214,-1.834225,615.293420902141,606.0748,94.37399,80.09161,81.14935,6204.476,783.0592
10.01013,S,10.01013,0.544006,0.02219259,0.4081871,0.003195472,0,51.37632,18.10612,0.1415447,78.9598,101.6257,4.401152,-43.4024035234018,-43.36371,-1.83229,614.863159557859,605.6412,94.35567,80.08636,81.14481,6210.533,784.0029
10.02013,S,10.02013,0.5436368,0.02223281,0.4081833,0.003201414,0,51.37632,18.07662,0.1415781,78.9598,101.6257,4.401152,-43.3839382117555,-43.34531,-1.830354,614.43300458692,605.2077,94.33736,80.08111,81.14026,6216.585,784.9464
10.03013,S,10.03013,0.5432676,0.02227276,0.4081796,0.003207217,0,51.37632,18.04716,0.1416048,78.9598,101.6257,4.401152,-43.3654928710696,-43.32693,-1.828417,614.003055814491,604.7744,94.31907,80.07584,81.1357,6222.633,785.8896
10.04013,S,10.04013,0.5428985,0.02231176,0.4081758,0.003212982,0,51.37632,18.01775,0.1416294,78.9598,101.6257,4.401152,-43.3470875680415,-43.30859,-1.826481,613.573311929781,604.3413,94.3008,80.07058,81.13114,6228.676,786.8328
10.05013,S,10.05013,0.5425296,0.02235051,0.4081721,0.003218609,0,51.37632,17.98837,0.1416474,78.9598,101.6257,4.401152,-43.3286921188291,-43.29026,-1.824541,613.143774257614,603.9084,94.28255,80.06531,81.12658,6234.715,787.7757
10.06013,S,10.06013,0.5421609,0.02239684,0.4081683,0.003224201,0,51.37632,17.95905,0.1416634,78.9598,101.6257,4.401152,-43.3103368339121,-43.27197,-1.822605,612.714344313556,603.4756,94.26432,80.06004,81.12201,6240.75,788.7184
10.07014,S,10.07014,0.5417923,0.02244196,0.4081646,0.003230886,0,51.37632,17.92977,0.1417269,78.9598,101.6257,4.401152,-43.2920128575018,-43.25371,-1.8207,612.285120600727,603.043,94.24612,80.05476,81.11742,6246.78,789.661
10.08014,S,10.08014,0.5414237,0.02248517,0.4081609,0.003237396,0,51.37632,17.90052,0.1417821,78.9598,101.6257,4.401152,-43.2736987759408,-43.23546,-1.818792,611.856200294535,602.6107,94.22793,80.04947,81.11284,6252.806,790.6034
10.09014,S,10.09014,0.5410556,0.02252915,0.4081571,0.00324363,0,51.37632,17.87133,0.1418247,78.9598,101.6257,4.401152,-43.255424479054,-43.21725,-1.816879,611.427387743147,602.1785,94.20976,80.04417,81.10826,6258.828,791.5456
10.10014,S,10.10014,0.5406873,0.02257223,0.4081534,0.003249977,0,51.37632,17.84217,0.1418716,78.9598,101.6257,4.401152,-43.2371703208543,-43.19906,-1.814969,610.998780122205,601.7465,94.19161,80.03887,81.10366,6264.846,792.4876
10.11014,S,10.11014,0.5403194,0.02261441,0.4081496,0.003256193,0,51.37632,17.81306,0.1419123,78.9598,101.6257,4.401152,-43.218936175357,-43.18089,-1.813059,610.570377437397,601.3147,94.17348,80.03357,81.09906,6270.859,793.4294
10.12014,S,10.12014,0.5399515,0.0226547,0.4081459,0.003262279,0,51.37632,17.784,0.1419468,78.9598,101.6257,4.401152,-43.2007520162914,-43.16277,-1.811149,610.14217969442,600.8831,94.15536,80.02825,81.09445,6276.868,794.3711
10.13014,S,10.13014,0.5395838,0.02269552,0.4081422,0.003268093,0,51.37632,17.75497,0.141969,78.9598,101.6257,4.401152,-43.1825775857049,-43.14466,-1.809232,609.714189548574,600.4517,94.13727,80.02293,81.08984,6282.872,795.3126
10.14014,S,10.14014,0.5392163,0.02274359,0.4081385,0.003273983,0,51.37632,17.726,0.1419939,78.9598,101.6257,4.401152,-43.1644333691385,-43.12658,-1.80732,609.286304554066,600.0204,94.11919,80.01762,81.08523,6288.872,796.2538
10.15014,S,10.15014,0.5388488,0.0227919,0.4081348,0.003280918,0,51.37632,17.69705,0.1420636,78.9598,101.6257,4.401152,-43.1463203705932,-43.10853,-1.805437,608.858628501814,599.5893,94.10114,80.01228,81.0806,6294.868,797.1949
10.16014,S,10.16014,0.5384815,0.02283866,0.408131,0.00328789,0,51.37632,17.66815,0.1421342,78.9598,101.6257,4.401152,-43.1282175181441,-43.09049,-1.803557,608.431156096249,599.1584,94.08311,80.00695,81.07598,6300.86,798.1359
10.17014,S,10.17014,0.5381144,0.02288356,0.4081273,0.003294636,0,51.37632,17.6393,0.1421945,78.9598,101.6257,4.401152,-43.1101544510766,-43.07249,-1.801672,608.003888668622,598.7277,94.06509,80.00161,81.07134,6306.847,799.0766
10.18014,S,10.18014,0.5377474,0.02292934,0.4081236,0.003301115,0,51.37632,17.61049,0.1422427,78.9598,101.6257,4.401152,-43.0921212622105,-43.05452,-1.799784,607.576827553014,598.2972,94.04709,79.99626,81.0667,6312.83,800.0172
10.19014,S,10.19014,0.5373805,0.02297498,0.4081199,0.003307719,0,51.37632,17.58173,0.1422957,78.9598,101.6257,4.401152,-43.0741182858361,-43.03658,-1.797901,607.149874286269,597.8668,94.02911,79.99091,81.06206,6318.809,800.9575
10.20014,S,10.20014,0.5370138,0.0230201,0.4081161,0.003314306,0,51.37632,17.55299,0.1423473,78.9598,101.6257,4.401152,-43.056125330536,-43.01865,-1.796018,606.723124691127,597.4366,94.01115,79.98554,81.0574,6324.783,801.8977
10.21014,S,10.21014,0.5366472,0.0230641,0.4081124,0.003320815,0,51.37632,17.52431,0.1423951,78.9598,101.6257,4.401152,-43.0381724119891,-43.00076,-1.794136,606.296581432155,597.0066,93.9932,79.98018,81.05275,6330.753,802.8377
10.22014,S,10.22014,0.5362808,0.023108,0.4081087,0.003327165,0,51.37632,17.49566,0.1424354,78.9598,101.6257,4.401152,-43.0202293896883,-42.98288,-1.792251,605.870244517279,596.5768,93.97528,79.9748,81.04809,6336.719,803.7775
10.23014,S,10.23014,0.5359145,0.02315622,0.408105,0.003333499,0,51.37632,17.46706,0.1424745,78.9598,101.6257,4.401152,-43.0023264044666,-42.96504,-1.790367,605.444111290684,596.1472,93.95737,79.96943,81.04343,6342.681,804.7172
10.24014,S,10.24014,0.5355484,0.02320607,0.4081013,0.003340456,0,51.37632,17.43851,0.1425397,78.9598,101.6257,4.401152,-42.9844542556249,-42.94723,-1.788503,605.018185753811,595.7178,93.93948,79.96404,81.03875,6348.638,805.6567
10.25014,S,10.25014,0.5351824,0.02325584,0.4080976,0.003347649,0,51.37632,17.41,0.1426143,78.9598,101.6257,4.401152,-42.9666024929771,-42.92944,-1.786648,604.592368122321,595.2885,93.92162,79.95866,81.03407,6354.591,806.596
10.26014,S,10.26014,0.5348165,0.02330586,0.4080939,0.003354831,0,51.37632,17.38153,0.1426878,78.9598,101.6257,4.401152,-42.9487707003607,-42.91167,-1.784792,604.166755534628,594.8594,93.90378,79.95326,81.02938,6360.54,807.5352
10.27014,S,10.27014,0.5344508,0.0233551,0.4080902,0.003362047,0,51.37632,17.35309,0.142762,78.9598,101.6257,4.401152,-42.9309590856063,-42.89392,-1.78294,603.74124953877,594.4304,93.88595,79.94785,81.02469,6366.484,808.4741
10.28014,S,10.28014,0.5340852,0.02340461,0.4080864,0.003369153,0,51.37632,17.3247,0.142831,78.9598,101.6257,4.401152,-42.9131974151306,-42.87622,-1.781087,603.315948601746,594.0016,93.86813,79.94244,81.02,6372.424,809.4129
